CustomerID,Age,TenureMonths,MonthlyLogins,SupportTickets,CustomerReview,Churn
CUST_0362,49,1,23,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0363,64,8,12,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0364,39,17,20,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0365,40,3,5,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0366,19,20,5,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0367,44,15,6,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0368,59,15,9,0,Highly recommended. It saves me so much time every single day.,0
CUST_0369,19,22,2,2,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0370,43,14,21,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0371,34,23,12,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0372,57,14,3,0,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0373,50,2,20,3,Customer support is useless. Worst service ever experienced.,1
CUST_0374,26,13,26,0,Highly recommended. It saves me so much time every single day.,0
CUST_0375,60,14,22,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0376,56,19,12,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0377,46,7,24,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0378,59,3,17,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0379,43,15,10,1,Highly recommended. It saves me so much time every single day.,0
CUST_0380,52,23,24,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0381,42,14,27,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0382,41,11,14,1,Highly recommended. It saves me so much time every single day.,0
CUST_0383,30,15,23,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0384,24,13,17,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0385,53,18,18,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0386,62,6,19,4,Customer support is useless. Worst service ever experienced.,1
CUST_0387,37,3,17,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0388,18,19,14,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0389,25,15,9,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0390,63,23,8,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0391,33,5,2,1,Terrible experience. The app crashes constantly during checkout.,1
CUST_0392,31,10,13,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0393,29,7,25,1,Highly recommended. It saves me so much time every single day.,0
CUST_0394,40,17,7,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0395,32,7,9,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0396,45,22,22,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0397,51,12,22,3,Customer support is useless. Worst service ever experienced.,1
CUST_0398,19,17,11,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0399,49,13,14,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0400,40,20,4,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0401,39,4,26,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0402,42,10,26,2,Highly recommended. It saves me so much time every single day.,0
CUST_0403,39,3,29,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0404,39,9,13,0,Highly recommended. It saves me so much time every single day.,0
CUST_0405,59,13,2,0,Terrible experience. The app crashes constantly during checkout.,1
CUST_0406,23,18,23,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0407,32,15,5,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0408,60,4,11,1,Highly recommended. It saves me so much time every single day.,0
CUST_0409,54,15,6,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0410,50,22,18,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0411,25,2,21,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0412,61,15,10,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0413,61,8,4,3,Customer support is useless. Worst service ever experienced.,1
CUST_0414,22,8,9,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0415,56,17,6,1,Highly recommended. It saves me so much time every single day.,0
CUST_0416,21,12,2,1,Customer support is useless. Worst service ever experienced.,1
CUST_0417,23,19,17,2,Highly recommended. It saves me so much time every single day.,0
CUST_0418,62,10,5,0,Highly recommended. It saves me so much time every single day.,0
CUST_0419,49,9,25,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0420,47,5,6,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0421,64,6,26,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0422,52,20,12,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0423,57,2,23,3,Customer support is useless. Worst service ever experienced.,1
CUST_0424,33,13,21,3,Customer support is useless. Worst service ever experienced.,1
CUST_0425,30,6,10,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0426,59,5,22,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0427,47,1,21,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0428,36,21,27,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0429,34,22,25,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0430,36,21,6,2,Highly recommended. It saves me so much time every single day.,0
CUST_0431,45,6,27,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0432,43,6,8,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0433,54,23,2,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0434,43,16,12,4,Customer support is useless. Worst service ever experienced.,1
CUST_0435,40,4,13,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0436,26,11,25,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0437,29,23,21,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0438,18,9,7,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0439,18,23,10,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0440,64,3,13,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0441,51,19,17,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0442,49,8,26,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0443,42,5,21,2,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0444,57,4,28,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0445,62,6,26,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0446,18,2,14,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0447,33,20,2,2,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0448,56,11,28,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0449,22,4,22,4,Customer support is useless. Worst service ever experienced.,1
CUST_0450,39,15,11,0,Great experience so far. The features are intuitive and easy to use.,0
CUST_0451,46,6,1,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0452,20,22,19,0,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0453,29,17,21,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0454,43,6,4,1,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0455,33,19,19,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0456,54,2,26,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0457,39,15,29,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0458,46,11,21,3,Customer support is useless. Worst service ever experienced.,1
CUST_0459,31,8,11,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0460,45,19,8,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0461,22,13,11,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0462,64,12,4,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0463,47,5,17,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0464,63,6,27,0,Highly recommended. It saves me so much time every single day.,0
CUST_0465,22,22,7,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0466,29,4,8,0,Highly recommended. It saves me so much time every single day.,0
CUST_0467,33,19,3,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0468,43,20,22,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0469,43,1,2,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0470,38,20,23,1,"Love the new updates, works perfectly fine on my device.",0
CUST_0471,56,17,15,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0472,53,12,24,1,Highly recommended. It saves me so much time every single day.,0
CUST_0473,50,15,22,1,Highly recommended. It saves me so much time every single day.,0
CUST_0474,47,1,22,3,Customer support is useless. Worst service ever experienced.,1
CUST_0475,54,14,5,1,Great experience so far. The features are intuitive and easy to use.,0
CUST_0476,40,6,24,2,Highly recommended. It saves me so much time every single day.,0
CUST_0477,27,5,1,2,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0478,22,11,26,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0479,53,4,4,4,Customer support is useless. Worst service ever experienced.,1
CUST_0480,51,13,15,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0481,48,11,20,2,"Love the new updates, works perfectly fine on my device.",0
CUST_0482,27,3,19,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0483,36,1,3,1,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0484,49,6,20,4,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0485,18,18,11,0,Highly recommended. It saves me so much time every single day.,0
CUST_0486,22,10,17,2,Great experience so far. The features are intuitive and easy to use.,0
CUST_0487,62,5,27,1,Highly recommended. It saves me so much time every single day.,0
CUST_0488,21,23,13,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0489,33,10,11,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0490,41,12,2,3,Terrible experience. The app crashes constantly during checkout.,1
CUST_0491,33,2,9,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
CUST_0492,19,13,26,4,Customer support is useless. Worst service ever experienced.,1
CUST_0493,45,8,2,4,Customer support is useless. Worst service ever experienced.,1
CUST_0494,49,2,21,4,Terrible experience. The app crashes constantly during checkout.,1
CUST_0495,44,20,9,0,"Love the new updates, works perfectly fine on my device.",0
CUST_0496,37,1,9,3,The recent update ruined everything. Planning to cancel my subscription.,1
CUST_0497,41,5,8,4,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0498,29,9,17,0,Highly recommended. It saves me so much time every single day.,0
CUST_0499,52,17,1,3,Very frustrated with the frequent bugs and slow loading times.,1
CUST_0500,50,9,25,1,Amazing app! Extremely smooth user interface and very helpful customer service.,0
